,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
0,할매분식,분식,,부산광역시 부산진구 연지동 190-3번지,"부산광역시 부산진구 연지로 18, 1층 (연지동)",386858.978711566,187688.916435497,영업/정상,,부산진구,연지동,연지동 할매분식,연지동 할매분식 
1,세아작업실,한식,,부산광역시 부산진구 전포동 203-6,"부산광역시 부산진구 서전로67번길 14, 2층 (전포동)",388297.286455313,186314.995905333,영업/정상,https://pcmap.place.naver.com/restaurant/1883182554/review/visitor#,부산진구,전포동,전포동 세아작업실,전포동 세아작업실 
2,깐돌이포차,기타,,부산광역시 부산진구 가야동 382-16번지,"부산광역시 부산진구 대학로 11-14, 1층 (가야동)",385627.735916935,185766.330291668,영업/정상,https://pcmap.place.naver.com/restaurant/1975720539/review/visitor#,부산진구,가야동,가야동 깐돌이포차,가야동 깐돌이포차 
3,노베이커노베이커스,기타,,부산광역시 부산진구 전포동 675-24 태백빌딩,"부산광역시 부산진구 전포대로 227, 태백빌딩 1층 (전포동)",388083.606973258,186154.900865148,영업/정상,https://pcmap.place.naver.com/restaurant/1789030294/review/visitor#,부산진구,전포동,전포동 노베이커노베이커스,전포동 노베이커노베이커스 
4,담미옥,한식,,부산광역시 부산진구 개금동 523-27번지,"부산광역시 부산진구 복지로 15, 1층 103호 (개금동)",384055.773497364,185489.628981402,영업/정상,https://pcmap.place.naver.com/restaurant/1320602526/review/visitor#,부산진구,개금동,개금동 담미옥,개금동 담미옥 
5,더가밥상,한식,,부산광역시 부산진구 초읍동 277-3,"부산광역시 부산진구 새싹로 262, 1층 (초읍동)",386480.58203597,188614.725556646,영업/정상,https://pcmap.place.naver.com/restaurant/1390433667/review/visitor#,부산진구,초읍동,초읍동 더가밥상,초읍동 더가밥상 
6,메밀고밀면,냉면집,,부산광역시 부산진구 부전동 352-12번지,"부산광역시 부산진구 새싹로28번길 15, 1층 (부전동)",387438.458572451,186528.066110212,영업/정상,https://pcmap.place.naver.com/restaurant/1602548393/review/visitor#,부산진구,부전동,부전동 메밀고밀면,부전동 메밀고밀면 
7,메밀고밀면,냉면집,,부산광역시 부산진구 부전동 352-12번지,"부산광역시 부산진구 새싹로28번길 15, 2층 (부전동)",387438.458572451,186528.066110212,영업/정상,https://pcmap.place.naver.com/restaurant/1602548393/review/visitor#,부산진구,부전동,부전동 메밀고밀면,부전동 메밀고밀면 
8,부들파이터,한식,,부산광역시 부산진구 전포동 694-1번지,"부산광역시 부산진구 서전로46번길 86, 1층 (전포동)",388071.74821254,185810.495772818,영업/정상,https://pcmap.place.naver.com/restaurant/1848596451/review/visitor#,부산진구,전포동,전포동 부들파이터,전포동 부들파이터 
9,라인,기타,,부산광역시 부산진구 부전동 522-5,"부산광역시 부산진구 서면로 23, 2층 (부전동)",387425.413849108,185672.16964894,영업/정상,,부산진구,부전동,부전동 라인,부전동 라인 
10,이모포차,기타,,부산광역시 부산진구 양정동 96-12번지,"부산광역시 부산진구 양정로 10, 1층 (양정동)",388880.729017502,187967.303307615,영업/정상,,부산진구,양정동,양정동 이모포차,양정동 이모포차 
11,푸라닭부산초읍연지점,식육(숯불구이),,부산광역시 부산진구 초읍동 217-30,"부산광역시 부산진구 성지로 83, 1층 (초읍동)",386988.305122079,188456.914941724,영업/정상,,부산진구,초읍동,초읍동 푸라닭부산초읍연지점,초읍동 푸라닭부산초읍연지점 
12,스테디어(STEADYER),경양식,,부산광역시 부산진구 전포동 356-30번지,"부산광역시 부산진구 동성로25번길 23, 1층 (전포동)",388288.738555435,185675.785693299,영업/정상,https://pcmap.place.naver.com/restaurant/1561012447/review/visitor#,부산진구,전포동,전포동 스테디어(STEADYER),전포동 스테디어(STEADYER) 
13,송림식당,한식,,부산광역시 부산진구 전포동 342-15번지,"부산광역시 부산진구 동성로46번길 4, 1층 (전포동)",388428.15124836,185872.957202101,영업/정상,https://pcmap.place.naver.com/restaurant/1428862903/review/visitor#,부산진구,전포동,전포동 송림식당,전포동 송림식당 
14,담이네 함바식당,한식,,부산광역시 부산진구 연지동 238-21번지,"부산광역시 부산진구 동평로235번길 43, 1층 (연지동)",386834.26909177,187778.592782698,영업/정상,https://pcmap.place.naver.com/restaurant/1815048345/review/visitor#,부산진구,연지동,연지동 담이네 함바식당,연지동 담이네 함바식당 
15,치킨버거클럽,기타,,부산광역시 부산진구 전포동 356-38번지,"부산광역시 부산진구 서전로58번길 121, 1층 (전포동)",388218.629184751,185643.160604517,영업/정상,https://pcmap.place.naver.com/restaurant/1231459822/review/visitor#,부산진구,전포동,전포동 치킨버거클럽,전포동 치킨버거클럽 
16,온도,기타,,부산광역시 부산진구 전포동 334-46,"부산광역시 부산진구 서전로68번길 55, 1층 (전포동)",388302.676640699,185973.556151933,영업/정상,,부산진구,전포동,전포동 온도,전포동 온도 
17,도리,기타,,부산광역시 부산진구 전포동 309-1번지,"부산광역시 부산진구 서전로58번길 32, 1층 (전포동)",388184.652472736,186091.049589682,영업/정상,,부산진구,전포동,전포동 도리,전포동 도리 
18,성지연푸드,한식,,부산광역시 부산진구 범천동 881-9,"부산광역시 부산진구 범일로131번길 79, 1층 (범천동)",387529.2224894,184789.004483263,영업/정상,https://pcmap.place.naver.com/restaurant/1642970153/review/visitor#,부산진구,범천동,범천동 성지연푸드,범천동 성지연푸드 
19,명자족발,한식,,부산광역시 부산진구 부전동 325-24번지,"부산광역시 부산진구 부전로174번길 36, 1층 (부전동)",387683.49796529,186671.331156138,영업/정상,https://pcmap.place.naver.com/restaurant/1619153264/review/visitor#,부산진구,부전동,부전동 명자족발,부전동 명자족발 
20,푸라닭 부산 가야점,호프/통닭,,부산광역시 부산진구 가야동 50-1 유림아파트,"부산광역시 부산진구 가야대로 613, 상가동 1층 101호 (가야동, 유림아파트)",385733.529901161,185961.315340121,영업/정상,,부산진구,가야동,가야동 푸라닭 부산 가야점,가야동 푸라닭 부산 가야점 
21,우마이용,한식,,부산광역시 부산진구 부전동 524-59,"부산광역시 부산진구 중앙대로691번길 49, 1층 (부전동)",387312.135663865,185839.848271945,영업/정상,https://pcmap.place.naver.com/restaurant/35288569/review/visitor#,부산진구,부전동,부전동 우마이용,부전동 우마이용 
22,이가에프앤비,경양식,051-808-0827,부산광역시 부산진구 부전동 505-6 한솔폴라리스,"부산광역시 부산진구 가야대로 754, 1층 105호 (부전동, 한솔폴라리스)",387076.983236541,186148.629195175,영업/정상,,부산진구,부전동,부전동 이가에프앤비,부전동 이가에프앤비 051-808-0827
23,아맛나분식,분식,,부산광역시 부산진구 전포동 685-11,"부산광역시 부산진구 전포대로199번길 26, 1층 (전포동)",387982.360262524,185890.125311051,영업/정상,https://pcmap.place.naver.com/restaurant/1642114609/review/visitor#,부산진구,전포동,전포동 아맛나분식,전포동 아맛나분식 
24,여운,한식,,부산광역시 부산진구 부전동 168-137,"부산광역시 부산진구 서전로10번길 31-5, 2층 (부전동)",387653.78839875,186074.421744434,영업/정상,,부산진구,부전동,부전동 여운,부전동 여운 
25,83해치,식육(숯불구이),,부산광역시 부산진구 부전동 142-15번지 신전빌딩,"부산광역시 부산진구 서전로 11-1, 1층 (부전동)",387724.840130678,186259.409427234,영업/정상,https://pcmap.place.naver.com/restaurant/1999866356/review/visitor#,부산진구,부전동,부전동 83해치,부전동 83해치 
26,소문난장터돼지국밥2호점,한식,051-809-5450,부산광역시 부산진구 전포동 188-259번지,"부산광역시 부산진구 동성로96번길 10, 1층 (전포동)",388394.68788925,186413.152231299,영업/정상,https://pcmap.place.naver.com/restaurant/1248294470/review/visitor#,부산진구,전포동,전포동 소문난장터돼지국밥2호점,전포동 소문난장터돼지국밥2호점 051-809-5450
27,에이피스,한식,,부산광역시 부산진구 전포동 306-16,"부산광역시 부산진구 서전로58번길 31, 1층 (전포동)",388205.693562239,186089.653762366,영업/정상,https://pcmap.place.naver.com/restaurant/37588823/review/visitor#,부산진구,전포동,전포동 에이피스,전포동 에이피스 
28,투가이즈,한식,,부산광역시 부산진구 부암동 736 서면동일파크스위트1차,"부산광역시 부산진구 동평로150번길 14, 502동 2층 202호 (부암동, 서면동일파크스위트1차)",386199.1868209,187021.773958374,영업/정상,,부산진구,부암동,부암동 투가이즈,부암동 투가이즈 
29,남가네숯불고기,기타,,부산광역시 부산진구 개금동 540-205,"부산광역시 부산진구 엄광로 58, 1층 (개금동)",384236.185322695,185074.880754466,영업/정상,https://pcmap.place.naver.com/restaurant/1960084319/review/visitor#,부산진구,개금동,개금동 남가네숯불고기,개금동 남가네숯불고기 
30,도오코오,경양식,,부산광역시 부산진구 전포동 334-45,"부산광역시 부산진구 전포대로210번길 34, 1층 (전포동)",388311.522183255,185974.550925333,영업/정상,,부산진구,전포동,전포동 도오코오,전포동 도오코오 
31,천강푸드,한식,051-809-6323,부산광역시 부산진구 부전동 100-6번지,"부산광역시 부산진구 동천로 121, 1층 (부전동)",387822.629023276,186438.045191878,영업/정상,,부산진구,부전동,부전동 천강푸드,부전동 천강푸드 051-809-6323
32,서면오향족발,한식,,부산광역시 부산진구 부전동 341-89번지,"부산광역시 부산진구 부전로174번길 43, 1층 일부호 (부전동)",387723.608060567,186644.273901166,영업/정상,https://pcmap.place.naver.com/restaurant/1604578686/review/visitor#,부산진구,부전동,부전동 서면오향족발,부전동 서면오향족발 
33,소도둑GA점,한식,051-902-4900,부산광역시 부산진구 당감동 810-3 스카이빌딩,"부산광역시 부산진구 백양관문로 109, 스카이빌딩 2층 (당감동)",384616.304848999,187321.327160902,영업/정상,,부산진구,당감동,당감동 소도둑GA점,당감동 소도둑GA점 051-902-4900
34,언네임드커피,기타,,부산광역시 부산진구 전포동 347-27,"부산광역시 부산진구 서전로58번길 99, 1층 (전포동)",388213.246335332,185750.824328161,영업/정상,https://pcmap.place.naver.com/restaurant/1210614674/review/visitor#,부산진구,전포동,전포동 언네임드커피,전포동 언네임드커피 
35,몽상가들,기타,,부산광역시 부산진구 전포동 207-28,"부산광역시 부산진구 전포대로 226-8, 2층 일부호 (전포동)",388164.89346801,186143.123002466,영업/정상,https://pcmap.place.naver.com/restaurant/1624504480/review/visitor#,부산진구,전포동,전포동 몽상가들,전포동 몽상가들 
36,만쿠,일식,,부산광역시 부산진구 부전동 156-44번지,"부산광역시 부산진구 서전로10번길 18, 1층 (부전동)",387663.83801205,186151.279091502,영업/정상,https://pcmap.place.naver.com/restaurant/1765710147/review/visitor#,부산진구,부전동,부전동 만쿠,부전동 만쿠 
37,정가집,한식,,부산광역시 부산진구 부전동 485-13,"부산광역시 부산진구 가야대로765번길 6, 1층 (부전동)",387209.524505484,186242.076297432,영업/정상,https://pcmap.place.naver.com/restaurant/16469725/review/visitor#,부산진구,부전동,부전동 정가집,부전동 정가집 
38,롤링파스타 서면점,경양식,,부산광역시 부산진구 부전동 191-1번지,"부산광역시 부산진구 서전로10번길 60, 2층 (부전동)",387616.817538047,185949.643943291,영업/정상,,부산진구,부전동,부전동 롤링파스타 서면점,부전동 롤링파스타 서면점 
39,김가네부산당감점,분식,,부산광역시 부산진구 당감동 300-1번지 앨리움 메디컬센터,"부산광역시 부산진구 동평로 106, 앨리움 메디컬센터 1층 105호 (당감동)",385898.886297741,187063.123392741,영업/정상,,부산진구,당감동,당감동 김가네부산당감점,당감동 김가네부산당감점 
40,엔21(N21),기타,,부산광역시 부산진구 부전동 517-55번지,"부산광역시 부산진구 중앙대로691번길 28, 지하1층 (부전동)",387412.85661811,185870.496710335,영업/정상,,부산진구,부전동,부전동 엔21(N21),부전동 엔21(N21) 
41,쌈싸먹는 닭집,한식,,부산광역시 부산진구 부전동 94-3,"부산광역시 부산진구 서전로9번길 47, 2층 (부전동)",387763.050130058,186454.393025663,영업/정상,https://pcmap.place.naver.com/restaurant/1986981634/review/visitor#,부산진구,부전동,부전동 쌈싸먹는 닭집,부전동 쌈싸먹는 닭집 
42,부부손칼국수,기타,,부산광역시 부산진구 범천동 858-43번지,"부산광역시 부산진구 황령대로 15, 1층 (범천동)",387766.337176068,185168.553135043,영업/정상,https://pcmap.place.naver.com/restaurant/1714370541/review/visitor#,부산진구,범천동,범천동 부부손칼국수,범천동 부부손칼국수 
43,셰르(cher),기타,,부산광역시 부산진구 전포동 307-27번지,"부산광역시 부산진구 서전로68번길 40, 1층 일부호 (전포동)",388287.403981968,186054.504221163,영업/정상,,부산진구,전포동,전포동 셰르(cher),전포동 셰르(cher) 
44,착한행님 푸드,기타,051-804-9181,부산광역시 부산진구 전포동 367-25,"부산광역시 부산진구 황령대로90번길 2, 2층 (전포동)",388449.116839307,185389.818733083,영업/정상,,부산진구,전포동,전포동 착한행님 푸드,전포동 착한행님 푸드 051-804-9181
45,홀닭,한식,,부산광역시 부산진구 가야동 459-41,"부산광역시 부산진구 엄광로 176-5, 2층 (가야동)",385280.040503959,185011.820769446,영업/정상,https://pcmap.place.naver.com/restaurant/1029160716/review/visitor#,부산진구,가야동,가야동 홀닭,가야동 홀닭 
46,두찜부산당감점,한식,,부산광역시 부산진구 당감동 479-17번지,"부산광역시 부산진구 동평로44번길 62-16, 1층 (당감동)",385351.35924376,186840.863965757,영업/정상,,부산진구,당감동,당감동 두찜부산당감점,당감동 두찜부산당감점 
47,미림양장,기타,,부산광역시 부산진구 전포동 220-3번지,"부산광역시 부산진구 서전로68번길 37, 1층 (전포동)",388300.521003618,186063.231470052,영업/정상,https://pcmap.place.naver.com/restaurant/1965755392/review/visitor#,부산진구,전포동,전포동 미림양장,전포동 미림양장 
48,부엉이 포차,한식,,부산광역시 부산진구 부암동 117-36,"부산광역시 부산진구 가야대로747번길 69, 2층 (부암동)",386937.218680006,186568.131105393,영업/정상,https://pcmap.place.naver.com/restaurant/1227316304/review/visitor#,부산진구,부암동,부암동 부엉이 포차,부암동 부엉이 포차 
49,주식회사 에이라인,호프/통닭,,부산광역시 부산진구 부전동 522-5,"부산광역시 부산진구 서면로 23, 7층 (부전동)",387425.413849108,185672.16964894,영업/정상,,부산진구,부전동,부전동 주식회사 에이라인,부전동 주식회사 에이라인 
50,달구나맥주,기타,,부산광역시 부산진구 전포동 663-6번지,"부산광역시 부산진구 서전로37번길 14, 1층 106호 (전포동)",387995.070168789,186309.298920442,영업/정상,,부산진구,전포동,전포동 달구나맥주,전포동 달구나맥주 
51,카사디파스타(casa de pasta),경양식,,부산광역시 부산진구 개금동 754,"부산광역시 부산진구 진사로48번길 4, 1층 (개금동)",383662.348403216,184976.863656396,영업/정상,,부산진구,개금동,개금동 카사디파스타(casa de pasta),개금동 카사디파스타(casa de pasta) 
52,만선호프1,호프/통닭,,부산광역시 부산진구 부전동 241-27,"부산광역시 부산진구 중앙대로 685-1, 2층 (부전동)",387525.37063652,185810.639047595,영업/정상,,부산진구,부전동,부전동 만선호프1,부전동 만선호프1 
53,카페르네바니드롭,기타,,부산광역시 부산진구 전포동 892-20번지 지오플레이스,"부산광역시 부산진구 동천로 4, 지오플레이스 4층 4116호 (전포동)",388011.197829908,185310.70532509,영업/정상,https://pcmap.place.naver.com/restaurant/1266904989/review/visitor#,부산진구,전포동,전포동 카페르네바니드롭,전포동 카페르네바니드롭 
54,영동수산센타,횟집,,부산광역시 부산진구 양정동 397-1,"부산광역시 부산진구 거제대로48번길 20, 퀸즈팰리스 1층 109호 (양정동)",388382.74324018,187887.636637834,영업/정상,,부산진구,양정동,양정동 영동수산센타,양정동 영동수산센타 
55,벤처 : 템플 오브 템포,기타,,부산광역시 부산진구 전포동 343-13,"부산광역시 부산진구 동성로 35, 지상1일부층 (전포동)",388387.425947649,185786.279844047,영업/정상,https://pcmap.place.naver.com/restaurant/1210539518/review/visitor#,부산진구,전포동,전포동 벤처 : 템플 오브 템포,전포동 벤처 : 템플 오브 템포 
56,보울스,경양식,,부산광역시 부산진구 전포동 345-5,"부산광역시 부산진구 서전로58번길 86, 지상1일부층 (전포동)",388176.520726944,185797.515055001,영업/정상,https://pcmap.place.naver.com/restaurant/1846073041/review/visitor#,부산진구,전포동,전포동 보울스,전포동 보울스 
57,드럼통아지트(A Drum Agit),기타,,부산광역시 부산진구 전포동 339-15번지,"부산광역시 부산진구 서전로58번길 69, 지하1층 (전포동)",388210.057431706,185897.106805203,영업/정상,,부산진구,전포동,전포동 드럼통아지트(A Drum Agit),전포동 드럼통아지트(A Drum Agit) 
58,피자베이개금주례점,경양식,051-8965558,부산광역시 부산진구 개금동 177-127번지,"부산광역시 부산진구 복지로13번길 28, 1층 102호 (개금동)",384173.26940439,185506.978604709,영업/정상,,부산진구,개금동,개금동 피자베이개금주례점,개금동 피자베이개금주례점 051-8965558
59,송미분식,분식,,부산광역시 부산진구 전포동 349-51번지 1층,"부산광역시 부산진구 서전로68번길 99, 1층 (전포동)",388309.734522176,185752.128956824,영업/정상,,부산진구,전포동,전포동 송미분식,전포동 송미분식 
60,읍천리382초읍점,일식,,부산광역시 부산진구 초읍동 277-5 오티시이즈오피스텔 102호일부,"부산광역시 부산진구 새싹로 256, 1층 102호 (초읍동, 오티시이즈오피스텔)",386494.090661035,188559.621692112,영업/정상,,부산진구,초읍동,초읍동 읍천리382초읍점,초읍동 읍천리382초읍점 
61,공원 옆 숙성회,일식,,부산광역시 부산진구 연지동 72-4 덕인디오네빌,"부산광역시 부산진구 성지로 8, 1층 101호 (연지동, 덕인디오네빌)",387187.629734222,187724.294585719,영업/정상,https://pcmap.place.naver.com/restaurant/1353017411/review/visitor#,부산진구,연지동,연지동 공원 옆 숙성회,연지동 공원 옆 숙성회 
62,배롱나무,일식,,부산광역시 부산진구 양정동 362-11 1층,"부산광역시 부산진구 양지로 7, 1층 (양정동)",388493.594075292,187578.532791306,영업/정상,,부산진구,양정동,양정동 배롱나무,양정동 배롱나무 
63,춘리마라탕 당감점,중국식,051-996-6407,부산광역시 부산진구 당감동 304-22,"부산광역시 부산진구 동평로 99, 2층 (당감동)",385821.867051058,187090.998606325,영업/정상,https://pcmap.place.naver.com/restaurant/1790289378/review/visitor#,부산진구,당감동,당감동 춘리마라탕 당감점,당감동 춘리마라탕 당감점 051-996-6407
64,진땡초우동,분식,,부산광역시 부산진구 개금동 177-127번지,"부산광역시 부산진구 복지로13번길 28, 1층 (개금동)",384173.26940439,185506.978604709,영업/정상,,부산진구,개금동,개금동 진땡초우동,개금동 진땡초우동 
